ts,cpu_pct,rss_mb
1756736344.2762249,65.8,348.03515625
1756736344.5773222,62.3,348.03515625
1756736344.8781567,55.8,348.03515625
1756736345.1788476,69.3,348.04296875
1756736345.4797604,58.4,348.046875
1756736345.780515,60.9,348.05078125
1756736346.0815146,64.9,348.05078125
1756736346.3822114,50.6,348.05078125
1756736346.6828823,83.9,348.046875
1756736346.9836397,58.5,348.046875
1756736347.2843952,53.5,348.03515625
1756736347.5851088,68.2,348.03515625
1756736347.88583,55.2,348.03515625
1756736348.186525,67.5,348.05078125
1756736348.4870508,50.7,348.05078125
1756736348.787862,61.9,348.05078125
1756736349.0888653,73.2,348.05078125
