ts,cpu_pct,rss_mb
1756736431.9871955,65.8,346.3984375
1756736432.2879639,74.0,346.3984375
1756736432.5893862,70.6,346.3984375
1756736432.890229,66.5,346.3984375
1756736433.190784,70.5,346.38671875
1756736433.4918,55.6,346.38671875
1756736433.793086,57.5,346.390625
1756736434.0938733,67.1,346.38671875
1756736434.394726,58.0,346.38671875
1756736434.6960962,73.7,346.38671875
1756736434.9971268,84.0,346.3828125
1756736435.2980762,69.9,346.3828125
1756736435.6003273,59.2,346.47265625
1756736435.9013731,74.7,346.484375
1756736436.2022862,59.6,346.484375
1756736436.5032542,66.0,346.484375
1756736436.8184133,68.3,346.48828125
1756736437.1195996,64.9,346.48828125
1756736437.4203398,70.9,346.4921875
1756736437.7210212,56.1,346.4921875
1756736438.0220418,67.1,346.4921875
1756736438.3229914,76.6,346.48046875
1756736438.6237211,70.8,346.4921875
1756736438.924438,56.4,346.4921875
1756736439.2252574,61.3,346.49609375
1756736439.526044,66.9,346.49609375
1756736439.8266907,58.0,346.49609375
1756736440.1272912,51.6,346.49609375
1756736440.4281454,71.0,346.4921875
1756736440.7286668,52.9,346.4921875
1756736441.03055,55.3,350.12890625
1756736441.3317719,71.5,346.49609375
1756736441.6326509,81.5,346.49609375
1756736441.9343781,55.5,346.50390625
1756736442.2352726,68.4,346.50390625
1756736442.5359497,58.8,346.50390625
1756736442.8365836,72.4,346.5
1756736443.1372416,50.3,346.63671875
1756736443.437976,54.8,346.640625
1756736443.7389855,71.4,346.64453125
1756736444.0399995,58.8,346.70703125
1756736444.340614,63.4,346.7109375
1756736444.6412258,68.6,346.7109375
1756736444.9428158,51.0,346.7109375
1756736445.2436614,68.6,346.7109375
1756736445.5450194,51.9,349.71484375
1756736445.8459642,51.3,346.7109375
1756736446.146827,76.8,346.72265625
1756736446.4497578,70.6,346.72265625
1756736446.7502353,53.5,346.72265625
1756736447.0513353,52.3,346.7265625
1756736447.3526447,69.0,346.73046875
1756736447.6536622,52.2,346.734375
1756736447.954528,64.6,346.73828125
1756736448.255399,54.9,346.73828125
1756736448.556325,69.9,346.73828125
1756736448.8572276,52.8,346.73828125
1756736449.1580772,67.7,346.7421875
1756736449.4589727,54.9,346.7421875
1756736449.760049,52.0,346.7421875
1756736450.0609698,72.8,346.74609375
1756736450.3618977,52.3,346.75
1756736450.6625707,64.3,346.75390625
1756736450.9636219,68.2,346.75390625
1756736451.264654,55.9,346.75390625
1756736451.565294,66.0,346.75
1756736451.8661053,52.6,346.75
1756736452.1706595,53.2,350.69140625
1756736452.471658,69.9,346.74609375
1756736452.77236,49.7,346.7890625
1756736453.0730422,77.7,346.8203125
1756736453.3742738,58.0,350.85546875
1756736453.6751106,54.7,346.8203125
1756736453.9758918,69.2,346.80859375
1756736454.2768888,74.2,346.8203125
1756736454.5775146,70.5,346.81640625
1756736454.8785164,54.5,350.64453125
1756736455.1793208,55.6,346.81640625
1756736455.4804685,75.8,346.81640625
1756736455.7815084,52.5,346.81640625
1756736456.0822833,55.5,346.81640625
1756736456.3832781,65.2,346.81640625
1756736456.68407,67.9,346.82421875
1756736456.9847064,50.6,346.890625
1756736457.2856214,62.0,346.89453125
1756736457.586668,74.4,346.89453125
1756736457.8876827,55.1,346.9375
1756736458.1885924,69.0,347.0078125
1756736458.4898713,52.6,347.01171875
1756736458.7908714,57.5,347.0078125
1756736459.0916886,68.1,347.0078125
1756736459.3931406,51.3,347.0078125
1756736459.6947243,72.1,347.0
1756736459.9955742,61.0,347.0
1756736460.296225,58.0,347.00390625
1756736460.5969026,67.5,347.0078125
1756736460.8974962,54.8,347.0078125
1756736461.198502,64.2,347.0078125
1756736461.4991336,61.6,347.0078125
1756736461.8000998,49.3,347.0078125
1756736462.1013293,69.6,347.0078125
1756736462.4022121,56.2,347.0078125
1756736462.7031598,62.8,347.01171875
1756736463.0041535,66.0,347.01171875
1756736463.3049603,61.0,347.01171875
1756736463.606268,74.8,347.05859375
1756736463.9070315,63.3,347.05859375
1756736464.208266,65.2,347.06640625
1756736464.509443,74.4,347.0703125
1756736464.8101943,51.6,347.0703125
1756736465.1109114,53.5,347.0703125
1756736465.4117455,64.3,347.0703125
1756736465.7125802,53.3,347.0703125
1756736466.0135524,70.4,347.0625
1756736466.3144293,52.9,347.1328125
1756736466.6151168,62.2,347.1328125
1756736466.9156291,69.2,347.13671875
1756736467.2162802,49.7,347.13671875
1756736467.5172775,56.8,347.140625
1756736467.8178506,64.5,347.140625
1756736468.1189563,51.3,347.140625
1756736468.4197218,70.7,347.1328125
1756736468.7204666,62.6,347.13671875
1756736469.0216367,66.2,347.13671875
1756736469.3229039,51.3,347.14453125
1756736469.6237323,71.0,347.1484375
1756736469.9246798,50.6,347.1484375
1756736470.2255337,56.6,347.14453125
1756736470.5264506,57.9,347.14453125
1756736470.8271635,54.4,347.16015625
1756736471.1280208,76.2,347.16015625
1756736471.4286766,53.9,347.16015625
1756736471.7295082,53.9,347.16015625
1756736472.0301235,65.2,347.1640625
1756736472.3307478,53.2,347.1640625
1756736472.631224,64.1,347.16796875
1756736472.9321353,55.2,347.16796875
1756736473.2340305,60.2,347.18359375
1756736473.5349896,73.0,347.17578125
1756736473.835766,54.2,347.23046875
1756736474.1365376,57.1,347.23046875
1756736474.437258,69.6,347.2421875
1756736474.7383053,69.4,347.2421875
1756736475.0389822,66.5,347.2421875
1756736475.3399026,52.3,347.2421875
1756736475.6408157,59.1,347.23828125
1756736475.9416928,71.1,347.23828125
1756736476.242442,52.0,347.23828125
1756736476.5432045,53.9,347.23828125
1756736476.8441186,74.2,347.23046875
1756736477.1447575,51.3,347.23046875
1756736477.4454186,65.6,347.234375
1756736477.746358,58.1,347.234375
1756736478.0469751,62.2,347.24609375
1756736478.347833,67.3,347.25390625
1756736478.6483762,53.3,347.25390625
1756736478.9492364,51.3,347.25390625
1756736479.250051,68.5,347.25390625
1756736479.5509546,51.0,347.25390625
1756736479.8516905,66.5,347.24609375
1756736480.1524527,59.9,347.24609375
1756736480.453278,56.1,347.24609375
1756736480.7540133,62.6,347.25390625
1756736481.0555491,55.5,347.25390625
1756736481.3562396,59.6,347.25390625
1756736481.6574905,66.0,347.25390625
1756736481.9581075,53.5,347.25390625
1756736482.2590811,68.4,347.2578125
1756736482.5598774,59.9,347.2578125
1756736482.8606126,51.3,347.2578125
1756736483.1615307,73.0,347.2578125
1756736483.462295,56.6,347.2578125
1756736483.7629323,68.9,347.2578125
1756736484.0637617,50.3,347.2578125
1756736484.3646643,47.7,347.26171875
1756736484.6652532,71.5,347.26171875
1756736484.966212,53.5,347.26171875
1756736485.2668157,53.5,347.2734375
1756736485.5678358,67.7,347.2734375
1756736485.8689961,53.3,347.2734375
1756736486.1700127,68.7,347.27734375
1756736486.471688,50.3,347.27734375
1756736486.772873,54.6,347.28125
1756736487.0735877,73.0,347.28515625
1756736487.3743925,52.5,347.28515625
1756736487.6751282,69.3,347.28515625
1756736487.9762745,52.9,347.28515625
1756736488.2773182,50.7,347.28515625
1756736488.5779035,69.8,347.28125
1756736488.8790386,52.2,347.28125
1756736489.1796658,65.4,347.28125
1756736489.4801567,55.3,353.2890625
1756736489.7811134,53.5,347.28125
1756736490.0820212,70.1,347.2890625
1756736490.3826215,55.1,347.30078125
1756736490.6835246,66.2,347.2890625
1756736490.9841728,57.2,347.2890625
1756736491.2848284,58.2,347.2890625
1756736491.5854645,83.1,347.30078125
1756736491.8860831,63.8,353.16796875
1756736492.1869283,54.0,347.30078125
1756736492.4874947,65.2,347.296875
1756736492.7884052,58.8,347.296875
1756736493.0892859,63.0,347.30078125
1756736493.3902144,58.1,347.30078125
1756736493.691403,58.2,347.3046875
1756736493.9920077,66.2,347.30859375
1756736494.2926235,52.0,347.30859375
1756736494.593497,37.6,347.30859375
1756736494.8944979,63.9,347.3046875
1756736495.1951652,50.0,347.3046875
1756736495.495737,53.6,347.3046875
1756736495.796668,68.6,347.29296875
